"","Player","Team","Year","Service","Super2","Player.Amt.","Team.Amt.","Midpoint","Settled.Amt.","Winner","Prev.Salary","nameFirst","nameLast","playerID","birthCountry","weight","height","bats","throws","debut","prev.year","prev.salary","Salary","Salary.Min"
"140","Blake Wood","Indians",2013,2.145,"Yes",0,0,0,"560000","",5.02e+11,"Blake","Wood","woodbl01","USA",233,77,"R","R",2010-05-12,2012,"502000","0",480000
"141","Blake Wood","Indians",2014,3.108,"No",0,0,0,"560000","",5.6e+11,"Blake","Wood","woodbl01","USA",233,77,"R","R",2010-05-12,2013,"560000","560000 ",490000
"142","Blake Wood","Reds",2017,4.131,"No",0,0,0,"1275000","",6e+11,"Blake","Wood","woodbl01","USA",233,77,"R","R",2010-05-12,2016,"6e+05","600000 ",507500
"143","Blake Wood","Angels",2018,5.131,"No",0,0,0,"1450000","",1.275e+12,"Blake","Wood","woodbl01","USA",233,77,"R","R",2010-05-12,2017,"1275000 ","1275000 ",535000
"144","Bobby Parnell","Mets",2013,3.13,"No",0,0,0,"1700000","",5.04e+11,"Bobby","Parnell","parnebo01","USA",205,75,"R","R",2008-09-15,2012,"504000","504000 ",480000
"145","Bobby Parnell","Mets",2014,4.132,"No",0,0,0,"3700000","",1.7e+12,"Bobby","Parnell","parnebo01","USA",205,75,"R","R",2008-09-15,2013,"1700000","1700000 ",490000
"146","Bobby Parnell","Mets",2015,5.132,"No",0,0,0,"3700000","",3.7e+12,"Bobby","Parnell","parnebo01","USA",205,75,"R","R",2008-09-15,2014,"3700000","3700000 ",5e+05
"147","Boone Logan","Yankees",2012,4.14,"No",2100000,1700000,1900000,"1875000","",1.2e+12,"Boone","Logan","loganbo02","USA",215,77,"R","L",2006-04-04,2011,"1200000","1200000 ",414000
"148","Boone Logan","Yankees",2013,5.14,"No",0,0,0,"3150000","",1.875e+12,"Boone","Logan","loganbo02","USA",215,77,"R","L",2006-04-04,2012,"1875000","1875000 ",480000
"149","Brad Bergesen","Orioles",2012,2.147,"Yes",1200000,8e+05,1e+06,"8e+05","Team",4.34e+11,"Brad","Bergesen","bergebr02","USA",210,74,"L","R",2009-04-21,2011,"434000","434000 ",414000
"150","Brad Boxberger","Rays",2017,3.109,"No",0,0,0,"1600000","",5.192e+11,"Brad","Boxberger","boxbebr01","USA",205,74,"R","R",2012-06-10,2016,"519200","519200 ",507500
"151","Brad Boxberger","Diamondbacks",2018,4.109,"No",0,0,0,"1850000","",1.6e+12,"Brad","Boxberger","boxbebr01","USA",205,74,"R","R",2012-06-10,2017,"1600000 ","1600000 ",535000
"152","Brad Brach","Orioles",2016,3.063,"No",0,0,0,"1250000","",5.23e+11,"Brad","Brach","brachbr01","USA",215,78,"R","R",2011-08-31,2015,"523000","523000 ",507500
"153","Brad Brach","Orioles",2017,4.063,"No",3050000,2525000,2788000,"3050000","Player",1.25e+12,"Brad","Brach","brachbr01","USA",215,78,"R","R",2011-08-31,2016,"1250000","1250000 ",507500
"154","Brad Brach","Orioles",2018,5.063,"No",0,0,0,"5165000","",3.05e+12,"Brad","Brach","brachbr01","USA",215,78,"R","R",2011-08-31,2017,"3050000 ","3050000 ",535000
"155","Brad Hand","Padres",2017,3.092,"No",0,0,0,"1375000","",5.075e+11,"Brad","Hand","handbr01","USA",228,75,"L","L",2011-06-07,2016,"0","0",507500
"156","Brad Hand","Padres",2018,4.092,"No",0,0,0,"Extension","",1.375e+12,"Brad","Hand","handbr01","USA",228,75,"L","L",2011-06-07,2017,"1375000 ","1375000 ",535000
"157","Brad Miller","Rays",2017,3.094,"No",0,0,0,"3575000","",5.276e+11,"Brad","Miller","millebr02","USA",215,74,"L","R",2013-06-28,2016,"527600","527600 ",507500
"158","Brad Miller","Rays",2018,4.094,"No",0,0,0,"4500000","",3.575e+12,"Brad","Miller","millebr02","USA",215,74,"L","R",2013-06-28,2017,"3575000 ","3575000 ",535000
"159","Brad Peacock","Astros",2018,3.165,"No",0,0,0,"2440000","",5.415e+11,"Brad","Peacock","peacobr01","USA",210,73,"R","R",2011-09-06,2017,"541500 ","541500 ",535000
"160","Brad Peacock","Astros",2019,4.165,"No",0,0,0,"3110000","",2.44e+12,"Brad","Peacock","peacobr01","USA",210,73,"R","R",2011-09-06,2018,"2440000 ","2440000 ",545000
"161","Brad Ziegler","Diamondbacks",2012,3.122,"No",1945000,1460000,1702000,"1795000","",1.25e+12,"Brad","Ziegler","zieglbr01","USA",220,76,"R","R",2008-05-31,2011,"1250000","1250000 ",414000
"162","Brad Ziegler","Diamondbacks",2013,4.12,"No",0,0,0,"3150000","",1.795e+12,"Brad","Ziegler","zieglbr01","USA",220,76,"R","R",2008-05-31,2012,"1795000","1795000 ",480000
"163","Brad Ziegler","Diamondbacks",2014,5.122,"No",0,0,0,"Extension","",3.15e+12,"Brad","Ziegler","zieglbr01","USA",220,76,"R","R",2008-05-31,2013,"3150000","3150000 ",490000
"164","Brandon Barnes","Rockies",2016,3.024,"No",0,0,0,"1e+06","",5.075e+11,"Brandon","Barnes","barnebr02","USA",210,74,"R","R",2012-08-07,2015,"0","0",507500
"165","Brandon Beachy","Braves",2014,3.014,"No",0,0,0,"1450000","",5.1e+11,"Brandon","Beachy","beachbr01","USA",220,74,"R","R",2010-09-20,2013,"510000","510000 ",490000
"166","Brandon Belt","Giants",2014,2.128,"Yes",3600000,2050000,2825000,"2900000","",5.315e+11,"Brandon","Belt","beltbr01","USA",235,76,"L","L",2011-03-31,2013,"531500","531500 ",490000
"167","Brandon Belt","Giants",2015,3.128,"No",4500000,3e+06,3750000,"3600000","",2.9e+12,"Brandon","Belt","beltbr01","USA",235,76,"L","L",2011-03-31,2014,"2900000","2900000 ",5e+05
"168","Brandon Belt","Giants",2016,4.128,"No",7500000,5300000,6400000,"6200000","",3.6e+12,"Brandon","Belt","beltbr01","USA",235,76,"L","L",2011-03-31,2015,"3600000","3600000 ",507500
"169","Brandon Crawford","Giants",2015,3.094,"No",3950000,2400000,3175000,"3175000","",5.6e+11,"Brandon","Crawford","crawfbr01","USA",227,74,"L","R",2011-05-27,2014,"560000","560000 ",5e+05
"170","Brandon Drury","Blue Jays",2019,2.165,"Yes",0,0,0,"1300000","",6.219e+11,"Brandon","Drury","drurybr01","USA",210,74,"R","R",2015-09-01,2018,"621900 ","621900 ",545000
"171","Brandon Guyer","Rays",2016,3.066,"No",0,0,0,"1185000","",5.158e+11,"Brandon","Guyer","guyerbr01","USA",200,74,"R","R",2011-05-06,2015,"515800","515800 ",507500
"172","Brandon Guyer","Indians",2017,4.066,"No",2300000,1900000,2100000,"Extension","",1.185e+12,"Brandon","Guyer","guyerbr01","USA",200,74,"R","R",2011-05-06,2016,"1185000","1185000 ",507500
"173","Brandon Kintzler","Brewers",2015,3.101,"No",0,0,0,"1075000","",5.07e+11,"Brandon","Kintzler","kintzbr01","USA",194,72,"R","R",2010-09-10,2014,"507000","507000 ",5e+05
"174","Brandon Kintzler","Twins",2017,5.003,"No",0,0,0,"2925000","",5.075e+11,"Brandon","Kintzler","kintzbr01","USA",194,72,"R","R",2010-09-10,2016,"0","0",507500
"175","Brandon League","Mariners",2012,5.145,"No",0,0,0,"5e+06","",2.25e+12,"Brandon","League","leagubr01","USA",200,74,"R","R",2004-09-21,2011,"2250000","2250000 ",414000
"176","Brandon Maurer","Padres",2017,3.089,"No",0,0,0,"1900000","",5.264e+11,"Brandon","Maurer","maurebr01","USA",225,77,"R","R",2013-04-04,2016,"526400","526400 ",507500
"177","Brandon Maurer","Royals",2018,4.089,"No",3500000,2950000,3225000,"2950000","Team",1.9e+12,"Brandon","Maurer","maurebr01","USA",225,77,"R","R",2013-04-04,2017,"1900000 ","1900000 ",535000
"178","Brandon McCarthy","Athletics",2012,5.122,"No",0,0,0,"4275000","",1e+12,"Brandon","McCarthy","mccarbr01","USA",225,80,"R","R",2005-05-22,2011,"1e+06","1000000 ",414000
"179","Brandon Morrow","Blue Jays",2012,4.091,"No",4200000,3900000,4050000,"Extension","",2.3e+12,"Brandon","Morrow","morrobr01","USA",205,75,"R","R",2007-04-03,2011,"2300000","2300000 ",414000
"180","Brandon Moss","Athletics",2013,2.16,"Yes",0,0,0,"1600000","",4.8e+11,"Brandon","Moss","mossbr01","USA",210,73,"L","R",2007-08-06,2012,"0","0",480000
"181","Brandon Moss","Athletics",2014,3.16,"No",0,0,0,"4100000","",1.6e+12,"Brandon","Moss","mossbr01","USA",210,73,"L","R",2007-08-06,2013,"1600000","1600000 ",490000
"182","Brandon Moss","Indians",2015,4.16,"No",0,0,0,"6500000","",4.1e+12,"Brandon","Moss","mossbr01","USA",210,73,"L","R",2007-08-06,2014,"4100000","4100000 ",5e+05
"183","Brandon Moss","Cardinals",2016,5.16,"No",0,0,0,"8250000","",6.5e+12,"Brandon","Moss","mossbr01","USA",210,73,"L","R",2007-08-06,2015,"6500000","6500000 ",507500
"184","Brandon Workman","Red Sox",2017,3.018,"No",0,0,0,"635000","",5.395e+11,"Brandon","Workman","workmbr01","USA",235,77,"R","R",2013-07-10,2016,"539500","0",507500
"185","Brandon Workman","Red Sox",2018,3.115,"No",0,0,0,"835000","",6.35e+11,"Brandon","Workman","workmbr01","USA",235,77,"R","R",2013-07-10,2017,"635000 ","635000 ",535000
"186","Brandon Workman","Red Sox",2019,4.051,"No",0,0,0,"1150000","",8.35e+11,"Brandon","Workman","workmbr01","USA",235,77,"R","R",2013-07-10,2018,"835000 ","835000 ",545000
"187","Brayan Pena","Royals",2012,4.081,"No",0,0,0,"875000","",6.6e+11,"Brayan","Pena","penabr01","Cuba",240,69,"B","R",2005-05-23,2011,"660000","660000 ",414000
"188","Brendan Ryan","Mariners",2013,5.08,"No",0,0,0,"3250000","",1.75e+12,"Brendan","Ryan","ryanbr01","USA",190,73,"R","R",2007-06-02,2012,"1750000","1750000 ",480000
"189","Brennan Boesch","Tigers",2013,3,"No",0,0,0,"2300000","",5.025e+11,"Brennan","Boesch","boescbr01","USA",225,76,"L","L",2010-04-23,2012,"502500","502500 ",480000
"190","Brett Cecil","Blue Jays",2014,3.152,"No",0,0,0,"1300000","",5.1e+11,"Brett","Cecil","cecilbr01","USA",235,75,"R","L",2009-05-05,2013,"510000","510000 ",490000
"191","Brett Cecil","Blue Jays",2015,4.152,"No",0,0,0,"2475000","",1.3e+12,"Brett","Cecil","cecilbr01","USA",235,75,"R","L",2009-05-05,2014,"1300000","1300000 ",5e+05
"192","Brett Cecil","Blue Jays",2016,5.152,"No",0,0,0,"3800000","",2.475e+12,"Brett","Cecil","cecilbr01","USA",235,75,"R","L",2009-05-05,2015,"2475000","2475000 ",507500
"193","Brett Gardner","Yankees",2012,3.072,"No",3200000,2400000,2800000,"2800000","",5.295e+11,"Brett","Gardner","gardnbr01","USA",195,71,"L","L",2008-06-30,2011,"529500","529500 ",414000
"194","Brett Gardner","Yankees",2013,4.07,"No",0,0,0,"2850000","",2.8e+12,"Brett","Gardner","gardnbr01","USA",195,71,"L","L",2008-06-30,2012,"2800000","2800000 ",480000
"195","Brett Gardner","Yankees",2014,5.072,"No",0,0,0,"5600000","",2.85e+12,"Brett","Gardner","gardnbr01","USA",195,71,"L","L",2008-06-30,2013,"2850000","2850000 ",490000
"196","Brett Hayes","Royals",2013,2.148,"Yes",0,0,0,"6e+05","",4.8e+11,"Brett","Hayes","hayesbr01","USA",210,73,"R","R",2009-05-22,2012,"480000","480000 ",480000
"197","Brett Hayes","Royals",2014,3.017,"No",0,0,0,"630000","",6e+11,"Brett","Hayes","hayesbr01","USA",210,73,"R","R",2009-05-22,2013,"6e+05","600000 ",490000
"198","Brett Lawrie","Athletics",2015,3.055,"No",0,0,0,"1925000","",5.161e+11,"Brett","Lawrie","lawribr01","CAN",210,72,"R","R",2011-08-05,2014,"516100","516100 ",5e+05
"199","Brett Lawrie","White Sox",2016,4.055,"No",0,0,0,"4125000","",1.925e+12,"Brett","Lawrie","lawribr01","CAN",210,72,"R","R",2011-08-05,2015,"1925000","1925000 ",507500
"200","Brett Lawrie","White Sox",2017,5.055,"No",0,0,0,"3500000","",4.125e+12,"Brett","Lawrie","lawribr01","CAN",210,72,"R","R",2011-08-05,2016,"4125000","4125000 ",507500
"201","Brett Wallace","Padres",2016,3.003,"No",0,0,0,"1e+06","",5.075e+11,"Brett","Wallace","wallabr01","USA",250,74,"L","R",2010-07-31,2015,"0","0",507500
"202","Brian Duensing","Twins",2013,3.1,"No",0,0,0,"1300000","",5.15e+11,"Brian","Duensing","duensbr01","USA",200,72,"L","L",2009-04-10,2012,"515000","515000 ",480000
"203","Brian Duensing","Twins",2014,4.104,"No",0,0,0,"2e+06","",1.3e+12,"Brian","Duensing","duensbr01","USA",200,72,"L","L",2009-04-10,2013,"1300000","1300000 ",490000
"204","Brian Duensing","Twins",2015,5.104,"No",3100000,2400000,2750000,"2700000","",2e+12,"Brian","Duensing","duensbr01","USA",200,72,"L","L",2009-04-10,2014,"2e+06","2000000 ",5e+05
"205","Brian Flynn","Royals",2019,3.086,"No",0,0,0,"8e+05","",5.735e+11,"Brian","Flynn","flynnbr01","USA",255,79,"L","L",2013-09-04,2018,"573500 ","573500 ",545000
"206","Brian Matusz","Orioles",2013,2.156,"Yes",0,0,0,"1600000","",1.45e+12,"Brian","Matusz","matusbr01","USA",190,77,"L","L",2009-08-04,2012,"1450000","0",480000
"207","Brian Matusz","Orioles",2014,3.156,"No",0,0,0,"2400000","",1.6e+12,"Brian","Matusz","matusbr01","USA",190,77,"L","L",2009-08-04,2013,"1600000","1600000 ",490000
"208","Brian Matusz","Orioles",2015,4.156,"No",0,0,0,"3200000","",2.4e+12,"Brian","Matusz","matusbr01","USA",190,77,"L","L",2009-08-04,2014,"2400000","2400000 ",5e+05
"209","Brian Matusz","Orioles",2016,5.156,"No",4400000,3500000,3950000,"3900000","",3.2e+12,"Brian","Matusz","matusbr01","USA",190,77,"L","L",2009-08-04,2015,"3200000","3200000 ",507500
"210","Brock Holt","Red Sox",2017,3.052,"No",0,0,0,"1950000","",6.06e+11,"Brock","Holt","holtbr01","USA",180,68,"L","R",2012-09-01,2016,"606000","606000 ",507500
"211","Brock Holt","Red Sox",2018,4.052,"No",0,0,0,"2225000","",1.95e+12,"Brock","Holt","holtbr01","USA",180,68,"L","R",2012-09-01,2017,"1950000 ","1950000 ",535000
"212","Brock Holt","Red Sox",2019,5.052,"No",0,0,0,"3575000","",2.225e+12,"Brock","Holt","holtbr01","USA",180,68,"L","R",2012-09-01,2018,"2225000 ","2225000 ",545000
"213","Bruce Rondon","Tigers",2017,3.037,"No",0,0,0,"8e+05","",5.075e+11,"Bruce","Rondon","rondobr01","Venezuela",275,75,"R","R",2013-04-25,2016,"0","0",507500
"214","Bryan Mitchell","Padres",2019,3.049,"No",0,0,0,"9e+05","",5.528e+11,"Bryan","Mitchell","mitchbr01","USA",210,75,"L","R",2014-08-10,2018,"552800 ","552800 ",545000
"215","Bryan Morris","Marlins",2016,3.011,"No",0,0,0,"1350000","",5.315e+11,"Bryan","Morris","morribr01","USA",220,75,"L","R",2012-09-14,2015,"531500","531500 ",507500
"216","Bryan Shaw","Indians",2015,3.081,"No",0,0,0,"1550000","",5.295e+11,"Bryan","Shaw","shawbr01","USA",220,73,"B","R",2011-06-10,2014,"529500","529500 ",5e+05
"217","Bryan Shaw","Indians",2016,4.081,"No",0,0,0,"2750000","",1.55e+12,"Bryan","Shaw","shawbr01","USA",220,73,"B","R",2011-06-10,2015,"1550000","1550000 ",507500
"218","Bryan Shaw","Indians",2017,5.081,"No",0,0,0,"4600000","",2.75e+12,"Bryan","Shaw","shawbr01","USA",220,73,"B","R",2011-06-10,2016,"2750000","2750000 ",507500
"219","Bryce Harper","Nationals",2015,2.159,"Yes",0,0,0,"Extension","",2.15e+12,"Bryce","Harper","harpebr03","USA",220,75,"L","R",2012-04-28,2014,"2150000","2150000 ",5e+05
"220","Bryce Harper","Nationals",2017,4.159,"No",0,0,0,"13625000","",5e+12,"Bryce","Harper","harpebr03","USA",220,75,"L","R",2012-04-28,2016,"5e+06","5000000 ",507500
"221","Bud Norris","Astros",2013,3.07,"No",0,0,0,"3e+06","",5.11e+11,"Bud","Norris","norribu01","USA",215,72,"R","R",2009-07-29,2012,"511000","511000 ",480000
"222","Bud Norris","Orioles",2014,4.068,"No",0,0,0,"5300000","",3e+12,"Bud","Norris","norribu01","USA",215,72,"R","R",2009-07-29,2013,"3e+06","3000000 ",490000
"223","Bud Norris","Orioles",2015,5.068,"No",10250000,7500000,8875000,"8800000","",5.3e+12,"Bud","Norris","norribu01","USA",215,72,"R","R",2009-07-29,2014,"5300000","5300000 ",5e+05
"224","Burke Badenhop","Rays",2012,3.116,"No",0,0,0,"1075000","",7.5e+11,"Burke","Badenhop","badenbu01","USA",205,77,"R","R",2008-04-09,2011,"750000 ","750000 ",414000
"225","Burke Badenhop","Brewers",2013,4.12,"No",0,0,0,"1550000","",1.075e+12,"Burke","Badenhop","badenbu01","USA",205,77,"R","R",2008-04-09,2012,"1075000","1075000 ",480000
"226","Burke Badenhop","Red Sox",2014,5.116,"No",0,0,0,"2150000","",1.55e+12,"Burke","Badenhop","badenbu01","USA",205,77,"R","R",2008-04-09,2013,"1550000","1550000 ",490000
"227","Buster Posey","Giants",2013,2.161,"Yes",0,0,0,"8e+06","",6.15e+11,"Buster","Posey","poseybu01","USA",210,73,"R","R",2009-09-11,2012,"615000","615000 ",480000
"228","Byron Buxton","Twins",2019,2.16,"Yes",0,0,0,"1750000","",5.8e+11,"Byron","Buxton","buxtoby01","USA",190,74,"R","R",2015-06-14,2018,"580000 ","580000 ",545000
"229","C.J. Cron","Angels",2018,3.097,"No",0,0,0,"2300000","",5.65e+11,"C. J.","Cron","croncj01","USA",235,76,"R","R",2014-05-03,2017,"565000 ","565000 ",535000
"230","C.J. Cron","Twins",2019,4.097,"No",0,0,0,"4800000","",2.3e+12,"C. J.","Cron","croncj01","USA",235,76,"R","R",2014-05-03,2018,"2300000 ","2300000 ",545000
"231","Caleb Joseph","Orioles",2017,2.145,"Yes",1e+06,7e+05,850000,"7e+05","Team",5.235e+11,"Caleb","Joseph","josepca01","USA",180,75,"R","R",2014-05-07,2016,"523500","523500 ",507500
"232","Caleb Joseph","Orioles",2018,3.145,"No",0,0,0,"1250000","",7e+11,"Caleb","Joseph","josepca01","USA",180,75,"R","R",2014-05-07,2017,"700000 ","700000 ",535000
"233","Cam Bedrosian","Angels",2018,2.153,"Yes",0,0,0,"1100000","",5.55e+11,"Cam","Bedrosian","bedroca01","USA",230,72,"R","R",2014-06-03,2017,"555000 ","555000 ",535000
"234","Cam Bedrosian","Angels",2019,3.153,"No",0,0,0,"1750000","",1.1e+12,"Cam","Bedrosian","bedroca01","USA",230,72,"R","R",2014-06-03,2018,"1100000 ","1100000 ",545000
"235","Cameron Rupp","Phillies",2018,3.089,"No",0,0,0,"2050000","",5.35e+11,"Cameron","Rupp","ruppca01","USA",260,74,"R","R",2013-09-10,2017,"0","0",535000
"236","Carl Edwards Jr.","Cubs",2019,2.134,"Yes",0,0,0,"1500000","",5.94e+11,"Carl","Edwards","edwarca01","USA",170,75,"R","R",2015-09-07,2018,"594000 ","594000 ",545000
"237","Carlos Carrasco","Indians",2015,3.147,"No",0,0,0,"2337000","",5.047e+11,"Carlos","Carrasco","carraca01","Venezuela",212,75,"R","R",2009-09-01,2014,"504700","504700 ",5e+05
"238","Carlos Corporan","Astros",2015,3.019,"No",0,0,0,"975000","",5.053e+11,"Carlos","Corporan","corpoca01","P.R.",240,74,"B","R",2009-05-06,2014,"505300","505300 ",5e+05
"239","Carlos Correa","Astros",2019,3.119,"No",5e+06,4250000,4625000,"5e+06","Player",1e+12,"Carlos","Correa","correca01","P.R.",215,76,"R","R",2015-06-08,2018,"1000000 ","1000000 ",545000
"240","Carlos Gomez","Brewers",2012,4.141,"No",0,0,0,"1962000","",1.5e+12,"Carlos","Gomez","gomezca01","D.R.",220,75,"R","R",2007-05-13,2011,"1500000","1500000 ",414000
"241","Carlos Gomez","Brewers",2013,5.14,"No",0,0,0,"4300000","",1.962e+12,"Carlos","Gomez","gomezca01","D.R.",220,75,"R","R",2007-05-13,2012,"1962500","1962000 ",480000
"242","Carlos Martinez","Cardinals",2017,3.073,"No",4250000,3900000,4075000,"Extension","",5.39e+11,"Carlos","Martinez","martica04","D.R.",190,72,"R","R",2013-05-03,2016,"539000","539000 ",507500
"243","Carlos Quentin","Padres",2012,5.065,"No",0,0,0,"7025000","",5.05e+12,"Carlos","Quentin","quentca01","USA",235,73,"R","R",2006-07-20,2011,"5050000","5050000 ",414000
"244","Carlos Rodon","White Sox",2018,2.168,"Yes",0,0,0,"2300000","",6e+11,"Carlos","Rodon","rodonca01","USA",235,75,"L","L",2015-04-21,2017,"600000 ","600000 ",535000
"245","Carlos Rodon","White Sox",2019,3.168,"No",0,0,0,"4200000","",2.3e+12,"Carlos","Rodon","rodonca01","USA",235,75,"L","L",2015-04-21,2018,"2300000 ","2300000 ",545000
"246","Carlos Torres","Mets",2016,3.114,"No",0,0,0,"1050000","",5.82125e+11,"Carlos","Torres","torreca01","USA",180,73,"R","R",2009-07-22,2015,"582125","582125 ",507500
"247","Carlos Torres","Brewers",2017,4.114,"No",0,0,0,"2175000","",1.05e+12,"Carlos","Torres","torreca01","USA",180,73,"R","R",2009-07-22,2016,"1050000","950000 ",507500
"248","Carlos Villanueva","Blue Jays",2012,5.03,"No",0,0,0,"2277000","",1.415e+12,"Carlos","Villanueva","villaca01","D.R.",220,74,"R","R",2006-05-23,2011,"1415000","1415000 ",414000
"249","Carson Smith","Red Sox",2018,3.028,"No",0,0,0,"850000","",5.5675e+11,"Carson","Smith","smithca02","USA",215,78,"R","R",2014-09-01,2017,"556750 ","556750 ",535000
"250","Carter Capps","Marlins",2016,3.007,"No",0,0,0,"988000","",5.075e+11,"Carter","Capps","cappsca01","USA",230,77,"R","R",2012-08-03,2015,"0","0",507500
"251","Carter Capps","Padres",2017,4.007,"No",0,0,0,"988000","",9.88e+11,"Carter","Capps","cappsca01","USA",230,77,"R","R",2012-08-03,2016,"987500","0",507500
"252","Carter Capps","Padres",2018,4.133,"No",0,0,0,"1062000","",9.88e+11,"Carter","Capps","cappsca01","USA",230,77,"R","R",2012-08-03,2017,"987500 ","987500 ",535000
"253","Casey Fien","Twins",2015,2.143,"Yes",0,0,0,"1375000","",5.3e+11,"Casey","Fien","fienca01","USA",210,74,"R","R",2009-07-26,2014,"530000","530000 ",5e+05
"254","Casey Fien","Twins",2016,3.143,"No",0,0,0,"2275000","",1.375e+12,"Casey","Fien","fienca01","USA",210,74,"R","R",2009-07-26,2015,"1375000","1375000 ",507500
"255","Casey Janssen","Blue Jays",2012,5.063,"No",2200000,1800000,2e+06,"Extension","",1.095e+12,"Casey","Janssen","janssca01","USA",210,76,"R","R",2006-04-27,2011,"1095000","1095000 ",414000
"256","Casey McGehee","Pirates",2012,3.028,"No",2725000,2350000,2538000,"2538000","",4.78e+11,"Casey","McGehee","mcgehca01","USA",220,73,"R","R",2008-09-02,2011,"478000","478000 ",414000
"257","Casey McGehee","Giants",2015,5.028,"No",5400000,4e+06,4700000,"4800000","",1.1e+12,"Casey","McGehee","mcgehca01","USA",220,73,"R","R",2008-09-02,2014,"1100000","1100000 ",5e+05
"258","Cesar Hernandez","Phillies",2017,2.154,"Yes",2800000,2200000,2500000,"2550000","",5.25e+11,"Cesar","Hernandez","hernace02","Venezuela",160,70,"B","R",2013-05-29,2016,"525000","525000 ",507500
"259","Cesar Hernandez","Phillies",2018,3.154,"No",0,0,0,"5100000","",2.55e+12,"Cesar","Hernandez","hernace02","Venezuela",160,70,"B","R",2013-05-29,2017,"2550000 ","2550000 ",535000
"260","Cesar Hernandez","Phillies",2019,4.154,"No",0,0,0,"7750000","",5.1e+12,"Cesar","Hernandez","hernace02","Venezuela",160,70,"B","R",2013-05-29,2018,"5100000 ","5100000 ",545000
"261","Cesar Jimenez","Phillies",2015,3.02,"No",0,0,0,"Unknown","",5e+11,"Cesar","Jimenez","jimence01","Venezuela",215,72,"L","L",2006-09-11,2014,"0","0",5e+05
